StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-04-23 11:19:47,2025-04-23 11:29:10,IP Address,100,563,True,2025-04-23 11:29:11,R_2dH1gNfOmPkKWCn,anonymous,EN,I consent,Dubai,Bicycle,"Competitive/Racing,Other",Triathlon,2-3 times a week,"April,May,June,July,August,September,October",,,,,,,,,,,,,By myself,I am a fast and fearless rider,,No,"Yes, always","Yes, always","Yes, sometimes","Yes, sometimes",Yes,"Road Bike,Other",Triathlon bike,Improved my physical fitness and overall health,,"Introduced me to cycling groups and new friends,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns",,"More dedicated cycling tracks,More bike rental services/stations",,No,,,No,,,Male,45-54 years old,France,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,25-30k,1,5-10 years,,,,,,,Training conditions and safety,Maybe have more space to change and shower,,,,,,,,,,,Yes
2025-04-23 11:08:33,2025-04-23 11:31:14,IP Address,100,1361,True,2025-04-23 11:31:15,R_431ZFQ2uO87hRT3,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness,Competitive/Racing",,4-6 times a week,"January,February,March,April,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people,Made my daily commute easier and more efficient",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Al Reem Island,Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Neighborhood roads"," Road safety concerns,High costs of equipment or gear,Personal safety concerns",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,Access to indoor cycling options",,Bicycle,No (please explain why not),Traffic and less bike lane from school to jome,Yes,"Distance from work,Takes too much time,Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Male,35-44 years old,Uganda,Some University but no degree,,Unemployed and looking for work,10-15k,11,1-5 years,"Flat routes and nice roads ","More cycling tracks around Abu Dhabi for example Reem island should have a cycling tracks not only Hudaryiat for safety ",,,,,,,,,,,,,,,,,Yes
2025-04-23 12:12:54,2025-04-23 12:18:34,IP Address,100,339,True,2025-04-23 12:18:34,R_402W4sj0wTS5S0k,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, sometimes","Yes, sometimes",Yes,Road Bike,,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,,,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"3 - moderately safe, some concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,Cycle tracks,Other,"Big groups on the track not acting safely ","More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,No,No (please explain why not),"Unsafe roads ",Yes,"Distance from work,Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Female,25-34 years old,United Kingdom of Great Britain and Northern Ireland,University Bachelors Degree,,Working full-time,20-25k,6,1-5 years,,,,,,,"Well cared for tracks, community, facilities around the tracks ",Safer for newbies on the track- being made aware of the rules and importance of staying right. Groups being taught hand signals for other riders,,,,,,,,,,,Yes
2025-04-23 12:17:06,2025-04-23 12:23:16,IP Address,100,369,True,2025-04-23 12:23:17,R_4fcVJAeJ4P6qJe8,anonymous,EN,I consent,Dubai,Bicycle," Fitness",,A few times a year,"January,February,March,April,May,September,October",,,,,,,,,,,,,By myself,I am a confident but casual rider,,No,"Yes, sometimes","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns",Meydan DXBike,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Judgement from others,Personal safety concerns",,"More dedicated cycling tracks,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options,More bike rental services/stations",,No,No (please explain why not),Accident risk,No,,,Male,45-54 years old,India,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,18,5-10 years,,,,,,,"Clean and safe tracks ","Work life balance at work places. ",,,,,,,,,,,Yes
2025-04-23 12:33:49,2025-04-23 12:38:34,IP Address,100,284,True,2025-04-23 12:38:34,R_4PsPayqC91oqvSN,anonymous,EN,I consent,Sharjah,Bicycle," Fitness,Competitive/Racing",,2-3 times a week,"January,February,November,December",,,,,,,,,,,,,with friends/other riders,I am a confident but casual rider,,"Yes, many times","Yes, many times","Yes, always","Yes, sometimes","Yes, many times",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,,,,"1 - very safe, no concerns","Sharjah Corniche/Al Majaz,Al Batayeh Bicycle Track,Masaar Cycling Track",,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,Access to indoor cycling options",,"Bicycle,Electric Scooter",Maybe,,No,,,Male,45-54 years old,Philippines,University Bachelors Degree,,Working full-time,10-15k,3,1-5 years,,,,,,,,,Scenery,More cycling events,,,,,,,,,Yes
2025-04-23 12:38:06,2025-04-23 12:48:29,IP Address,100,623,True,2025-04-23 12:48:30,R_922VAuKYCzWmvdu,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,2-3 times a week,"January,February,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,"Yes, always",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Corniche,Al Bateen,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Highways","Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Bicycle,Yes,,No,,,Male,45-54 years old,Philippines,Vocational or Similar,,Working full-time,Prefer not to share,16,1-5 years,"Scenery and safety ","More challenging long distance events in different Emirates ",,,,,,,,,,,,,,,,,Yes
2025-04-23 13:37:24,2025-04-23 13:54:00,IP Address,100,995,True,2025-04-23 13:54:01,R_4tgIEkssM7IncWJ,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,No,,,,,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Yas Island/Yas Marina Circuit,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,More bike rental services/stations",,Bicycle,No (please explain why not),Lack of safe cycling lanes,No,,,Female,35-44 years old,"Congo, Republic of the...",University Bachelors Degree,,Unemployed and looking for work,Prefer not to share,8,I am a new rider,"The Safety, the wide cycling track lanes, water stations, toilets and cafés to relax and have a post ride meal or smoothie.",Cycling festivals like FAB festival and more community rides.,,,,,,,,,,,,,,,,,Yes
2025-04-23 14:41:41,2025-04-23 14:47:36,IP Address,100,354,True,2025-04-23 14:47:37,R_92Pxez4r6PDEBix,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,"Yes, sometimes",Yes,Other,TT + Gravel bikes,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,Helped me feel more connected to the UAE’s growing cycling culture,,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,2,Meydan DXBike,,,,,,,,,,,,,,"Cycle tracks,Cycle paths",Extreme weather conditions,,Awareness for drivers and cyclists,,No,No (please explain why not),I would not let them on a public road,No,,,Male,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working part-time,Prefer not to share,2,5-10 years,,,,,,,The safety of DXBike + Al Qudra!,More of the above,,,,,,,,,,,Yes
2025-04-23 16:15:02,2025-04-23 16:16:00,IP Address,100,58,True,2025-04-23 16:16:01,R_4CkLsbyM2IpvV5m,anonymous,EN,I consent,Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23 21:21:32,2025-04-23 21:25:06,IP Address,100,213,True,2025-04-23 21:25:06,R_4D7p68WL2Anhmnr,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,Once a month,"November,December",,,,,,,,,,,,,"By myself,with family","I am interested in riding, but I have concerns",,No,"Yes, sometimes","Yes, always",No,"Yes, always",Yes,Folding Bike,,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle",,,,,,,,,,"3 - moderately safe, some concerns","Deira,Bur Dubai",,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns,Personal safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options,More bike rental services/stations",,No,Maybe,,Yes,"Distance from work,Takes too much time",,Female,18-24 years old,Philippines,University Bachelors Degree,,Working full-time,Prefer not to share,5,1-5 years,,,,,,,,,,,,,,,,,,,Yes
2025-04-23 21:29:19,2025-04-23 21:45:26,IP Address,100,966,True,2025-04-23 21:45:28,R_40uwXPgPjPVqkGM,anonymous,EN,I consent,Abu Dhabi,Bicycle,"I want to be the next Tour de France winner,Other",To win rainbow jursey in UCI XCO,Daily,"January,August,September,October,November,December",,,,,,,,,,,,,By myself,I am a fast and fearless rider,,No,"Yes, always","Yes, always","Yes, sometimes","Yes, sometimes",Yes,Mountain Bike,,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people,Made my daily commute easier and more efficient",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,2,"Al Zahiyah/Tourist Club area,Yas Island/Yas Marina Circuit,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks","High costs of equipment or gear,Other","Lack of mountain biker community in UAE. ",Other,Proper mountain bike track as well natural single track,No,,,Yes,"Lack of facilities at work (showers, cycle parking, etc.)",,Male,25-34 years old,Nepal,Some University but no degree,,Working full-time,Less than 5k,1,5-10 years,"I feel most comfortable to ride in dirty train more then on raod. ",Importance of cycling in life. Life is like a riding bike but f you paddel it's balance if not........,,,,,,,,,,,,,,,,,Yes
2025-04-23 04:26:37,2025-04-23 21:47:35,IP Address,100,62457,True,2025-04-23 21:47:35,R_8NCJc9PmZEbZt61,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I ride professionally,,No,"Yes, always","Yes, always",No,"Yes, always",Yes,"Road Bike,Hybrid Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people,Made my daily commute easier and more efficient",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns","Jumeirah Beach,Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Neighborhood roads","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,"Bicycle,Electric Scooter",No (please explain why not),I haave two grown-ups but they are in the Philippines not in UAE they cycle there too.,Yes,Other,there was a construction on Hessa st. that prevet me to cycle and run to work mayber next school yr. as I paid full for car lift.,Female,45-54 years old,Philippines,University Bachelors Degree,,Working full-time,5-10k,16,Since childhood,,,,,,,Fresh air and the a good location seing along the way to Beach rd.,More community cycling races for education for awareness on safety gear and Dubai rules on Rd safety.,,,,,,,,,,,Yes
2025-04-23 21:58:36,2025-04-23 21:58:50,IP Address,100,14,True,2025-04-23 21:58:51,R_4IwnnUJgW6DREuB,anonymous,EN,I consent,Abu Dhabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23 21:56:59,2025-04-23 22:03:30,IP Address,100,391,True,2025-04-23 22:03:31,R_9B9y3mFzQpVn6tX,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a fast and fearless rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,None of the above,,Introduced me to cycling groups and new friends,,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Neighborhood roads","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"More dedicated cycling tracks,More cycling lanes",,No,Maybe,,No,,,Male,45-54 years old,France,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,12,Since childhood,,,,,,,,,,,,,,,,,,,Yes
2025-04-23 22:17:10,2025-04-23 22:29:26,IP Address,100,735,True,2025-04-23 22:29:27,R_9E3znAWsVL1pNxD,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I ride professionally,,"Yes, sometimes","Yes, always","Yes, always","Yes, many times","Yes, sometimes",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE",,Introduced me to cycling groups and new friends,,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"5 - not safe at all, many concerns","Business Bay,Jumeirah Beach,Meydan DXBike",,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists",,Bicycle,Maybe,,No,,,Male,25-34 years old,France,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,6,Since childhood,,,,,,,people and community,"Road closure in selected areas first sunday morning of each month. ",,,,,,,,,,,Yes
2025-04-23 22:33:44,2025-04-23 22:41:12,IP Address,100,448,True,2025-04-23 22:41:13,R_4HFDuoHcwpy4QyT,anonymous,EN,I consent,Abu Dhabi,Bicycle,Recreational/Leisure,,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,By myself,I am a confident but casual rider,,No,No,"Yes, many times",No,"Yes, always",Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE",,,,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Yas Island/Yas Marina Circuit,Al Wathba Cycle Track,Other",,,,,,,,,,,,,,,,,,,,,,"Neighborhood roads,City streets,Highways","Extreme weather conditions, Road safety concerns,Personal safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists",,Bicycle,,,No,,,Male,55-64 years old,United States of America,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,15-20k,8,Since childhood,,,,,,,,,,,,,,,,,,,Yes
2025-04-23 22:36:21,2025-04-23 22:45:26,IP Address,100,545,True,2025-04-23 22:45:27,R_9vgFHsdddfStR5L,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,September,October,November,December",,,,,,,,,,,,,"With a cycling club,with friends/other riders,with family",Other," Still training to be a professional ",No,No,"Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns",Al Hudayriyat Island,,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Limited cycle/scooter parking or storage,High costs of equipment or gear",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Bicycle,,,Yes,Other,Still at school,Male,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23 22:55:46,2025-04-23 23:01:10,IP Address,100,324,True,2025-04-23 23:01:11,R_8oMY1FRlleWVFtS,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,October,November,December",,,,,,,,,,,,,"By myself,with family",I am a confident but casual rider,,"Yes, many times","Yes, always","Yes, always",No,"Yes, always",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling",,High-quality products and expert service that enhanced my cycling experience,,,,,,,,,,"1 - very safe, no concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions, Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,Awareness for drivers and cyclists",,Bicycle,Yes,,Yes,Distance from work,,Female,35-44 years old,Serbia,University Bachelors Degree,,A homemaker or stay-at-home parent,Prefer not to share,7,1-5 years,,,,,,,"Safety ",Community and a better weather all year long,,,,,,,,,,,Yes
2025-04-23 23:20:24,2025-04-23 23:30:04,IP Address,100,580,True,2025-04-23 23:30:05,R_41SCf5OW13gLk3c,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing",,4-6 times a week,"January,February,March,October,November,December",,,,,,,,,,,,,By myself,I am a fast and fearless rider,,No,"Yes, sometimes","Yes, always",No,"Yes, sometimes",Yes,"Road Bike,Other",TT bike,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Allowed me to participate in cycling events and meet like-minded people",,"Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,Access to premium cycling gear and accessories that improved my performance",,,,,,,,,,2,"Downtown Dubai,Al Qudra Cycle Track",,,,,,,,,,,,,,"Cycle tracks,Neighborhood roads"," Road safety concerns,High costs of equipment or gear",,"Better roads free from obstacles,More cycling lanes",,Electric Scooter,Yes,,Yes,"Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Male,35-44 years old,Kazakhstan,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,20-25k,Less than 1,1-5 years,,,,,,,"Vibe, people, scenery views",More safe an free from obstacles paths,,,,,,,,,,,No
2025-04-23 23:31:25,2025-04-23 23:55:25,IP Address,100,1439,True,2025-04-23 23:55:26,R_4ype6uyyyEi1VPb,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"With a cycling club,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Al Reem Island,Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions, Road safety concerns",,"Better roads free from obstacles,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,Other",Add cycling paths on bridges,Bicycle,Maybe,,Yes,"Lack of facilities at work (showers, cycle parking, etc.)",,Male,35-44 years old,Philippines,Some University but no degree,,Working full-time,5-10k,15,10-15 years,Good road infrastructures,More cycling events closer to neighborhoods so that people can access and witness it easily.,,,,,,,,,,,,,,,,,Yes
